HPSA Discipline Class,HPSA Geography Identification Number,HPSA Component Type Description,HPSA Name,HPSA ID,County Equivalent Name,Designation Type,HPSA Population Type,HPSA Status,HPSA Score,HPSA Designation Date,HPSA Designation Last Update Date,Data Warehouse Record Create Date
Primary Care,06037602505,Census Tract,Low Income - MSSA 78.2bbbb/Gardena West,1067454920,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/28/2012,10/28/2017,1/8/2021
Primary Care,06037602506,Census Tract,Low Income - MSSA 78.2bbbb/Gardena West,1067454920,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/28/2012,10/28/2017,1/8/2021
Primary Care,06037602507,Census Tract,Low Income - MSSA 78.2bbbb/Gardena West,1067454920,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/28/2012,10/28/2017,1/8/2021
Primary Care,06037602508,Census Tract,Low Income - MSSA 78.2bbbb/Gardena West,1067454920,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/28/2012,10/28/2017,1/8/2021
Primary Care,06037602509,Census Tract,Low Income - MSSA 78.2bbbb/Gardena West,1067454920,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/28/2012,10/28/2017,1/8/2021
Primary Care,06037602600,Census Tract,Low Income - MSSA 78.2bbbb/Gardena West,1067454920,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/28/2012,10/28/2017,1/8/2021
Primary Care,06037602700,Census Tract,Low Income - MSSA 78.2bbbb/Gardena West,1067454920,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/28/2012,10/28/2017,1/8/2021
Primary Care,06037603500,Census Tract,Low Income - MSSA 78.2bbbb/Gardena West,1067454920,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/28/2012,10/28/2017,1/8/2021
Primary Care,06037603600,Census Tract,Low Income - MSSA 78.2bbbb/Gardena West,1067454920,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/28/2012,10/28/2017,1/8/2021
Primary Care,06037603703,Census Tract,Low Income - MSSA 78.2bbbb/Gardena West,1067454920,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/28/2012,10/28/2017,1/8/2021
Primary Care,06037603704,Census Tract,Low Income - MSSA 78.2bbbb/Gardena West,1067454920,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,12,6/28/2012,10/28/2017,1/8/2021
Primary Care,06037553100,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037553200,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037553300,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037553801,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037553802,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037553901,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037553902,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554001,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554002,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554101,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554103,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554104,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554105,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554201,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554203,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554204,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554301,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554302,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554403,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554404,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554405,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037554406,Census Tract,LI-MSSA 78.2m/Bellflower,1067471086,Los Angeles,HPSA Population,Low Income Homeless Population HPSA,Designated,12,3/12/2018,3/12/2018,1/8/2021
Primary Care,06037570100,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037570202,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037570203,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037570204,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037570301,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037570303,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037570304,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037570402,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037570403,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037570404,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037570501,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037570502,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037570601,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037570602,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037570603,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037571600,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037571701,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037571703,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037571704,Census Tract,ME-MSSA 78.2iii/North Long Beach,1068312500,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,18,11/15/2018,11/15/2018,1/8/2021
Primary Care,06037292000,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037293201,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037293202,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037293301,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037293302,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037293304,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037293306,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037293307,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037294421,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037543502,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037543503,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037543602,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037543603,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037650401,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037650800,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037650901,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037650902,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037651001,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037651002,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037651101,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037670001,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037670002,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037670003,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037980005,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037980015,Census Tract,ME-MSSA 78.2aaaa/Torrance East Central,1068375956,Los Angeles,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,7/18/2018,7/18/2018,1/8/2021
Primary Care,06037573002,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037573003,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037573004,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037573202,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037573300,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037573402,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037575101,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037575102,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037575201,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037575202,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037575300,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037575401,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037575402,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037575801,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037575802,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037575803,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037575901,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037575902,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037576401,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037576402,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037576403,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037576501,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037576502,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037576503,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037576901,Census Tract,MSSA 78.2jjj/Long Beach West Central,1068471430,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,14,12/15/2008,7/28/2017,1/8/2021
Primary Care,06037228310,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037228320,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037228500,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037228600,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037229200,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037229300,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037229410,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037229420,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037231900,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037232110,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037232120,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037232400,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037232500,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037232600,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037232700,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037232800,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037237101,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037237102,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037237201,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037237300,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037237401,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037237402,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037237500,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037237800,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037238200,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037239201,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037239202,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037239310,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037239320,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037239330,Census Tract,MSSA 78.2ggg/South Central Northeast,1068543119,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,17,9/20/2017,9/20/2017,1/8/2021
Primary Care,06037294110,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037294120,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037294200,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037294301,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037294302,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037294410,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037294510,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037294520,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
Primary Care,06037294610,Census Tract,LI-MSSA 78.2p/Long Beach Port,1068655132,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,18,12/27/2017,12/27/2017,1/8/2021
